"Dyad"	"Subject"	"Condition"	"Need"	"Side"	"Gender"	"Time"	"Change"	"helped"
"22"	"243539"	"con"	"needy"	"left"	"male"	10	0.0312172222222222	"helped"
"22"	"243539"	"con"	"needy"	"left"	"male"	11	0.0343819444444445	"helped"
"22"	"243539"	"con"	"needy"	"left"	"male"	12	0.0291008333333333	"helped"
"22"	"243539"	"con"	"needy"	"left"	"male"	13	0.01396	"helped"
"22"	"243539"	"con"	"needy"	"left"	"male"	14	0.02306	"helped"
"22"	"251002"	"con"	"non-needy"	"right"	"male"	1	-0.0982423333333333	"not-helped"
"22"	"251002"	"con"	"non-needy"	"right"	"male"	2	-0.106574	"not-helped"
"22"	"251002"	"con"	"non-needy"	"right"	"male"	3	-0.0770701666666667	"not-helped"
"22"	"251002"	"con"	"non-needy"	"right"	"male"	4	-0.0491075833333334	"not-helped"
"22"	"251002"	"con"	"non-needy"	"right"	"male"	5	-0.0275166666666667	"not-helped"
"22"	"251002"	"con"	"non-needy"	"right"	"male"	6	-0.0199158333333333	"not-helped"
"22"	"251002"	"con"	"non-needy"	"right"	"male"	7	-0.00259833333333334	"not-helped"
"22"	"251002"	"con"	"non-needy"	"right"	"male"	8	0.00273866666666667	"not-helped"
"22"	"251002"	"con"	"non-needy"	"right"	"male"	9	0.00396774999999996	"not-helped"
"22"	"251002"	"con"	"non-needy"	"right"	"male"	10	0.00719800000000001	"not-helped"
"22"	"251002"	"con"	"non-needy"	"right"	"male"	11	0.00536583333333332	"not-helped"
"22"	"251002"	"con"	"non-needy"	"right"	"male"	12	0.001527	"not-helped"
"22"	"251002"	"con"	"non-needy"	"right"	"male"	13	-0.00694233333333333	"not-helped"
"22"	"251002"	"con"	"non-needy"	"right"	"male"	14	-0.00766166666666668	"not-helped"
"23"	"245505"	"con"	"needy"	"right"	"male"	1	0.00505166666666668	"helped"
"23"	"245505"	"con"	"needy"	"right"	"male"	2	0.00328416666666667	"helped"
"23"	"245505"	"con"	"needy"	"right"	"male"	3	-0.00184166666666666	"helped"
"23"	"245505"	"con"	"needy"	"right"	"male"	4	-0.00913916666666667	"helped"
"23"	"245505"	"con"	"needy"	"right"	"male"	5	-0.00594	"helped"
"23"	"245505"	"con"	"needy"	"right"	"male"	6	-0.000503333333333328	"helped"
"23"	"245505"	"con"	"needy"	"right"	"male"	7	0.00493333333333335	"helped"
"23"	"245505"	"con"	"needy"	"right"	"male"	8	0.00301833333333335	"helped"
"23"	"245505"	"con"	"needy"	"right"	"male"	9	0.00408083333333331	"helped"
"23"	"245505"	"con"	"needy"	"right"	"male"	10	0.00196166666666667	"helped"
"23"	"245505"	"con"	"needy"	"right"	"male"	11	-0.00167666666666669	"helped"
"23"	"245505"	"con"	"needy"	"right"	"male"	12	-0.00174833333333335	"helped"
"23"	"245505"	"con"	"needy"	"right"	"male"	13	-0.00202833333333333	"helped"
"23"	"245505"	"con"	"needy"	"right"	"male"	14	-0.000576666666666642	"helped"
"23"	"252128"	"con"	"non-needy"	"left"	"male"	1	-0.00388000000000002	"not-helped"
"23"	"252128"	"con"	"non-needy"	"left"	"male"	2	0.00217999999999999	"not-helped"
"23"	"252128"	"con"	"non-needy"	"left"	"male"	3	0.000643333333333301	"not-helped"
"23"	"252128"	"con"	"non-needy"	"left"	"male"	4	0.00583583333333335	"not-helped"
"23"	"252128"	"con"	"non-needy"	"left"	"male"	5	0.0109083333333333	"not-helped"
"23"	"252128"	"con"	"non-needy"	"left"	"male"	6	0.000714166666666655	"not-helped"
"23"	"252128"	"con"	"non-needy"	"left"	"male"	7	-0.00947999999999999	"not-helped"
"23"	"252128"	"con"	"non-needy"	"left"	"male"	8	-0.0165616666666667	"not-helped"
"23"	"252128"	"con"	"non-needy"	"left"	"male"	9	-0.0210333333333333	"not-helped"
"23"	"252128"	"con"	"non-needy"	"left"	"male"	10	-0.0115908333333333	"not-helped"
"23"	"252128"	"con"	"non-needy"	"left"	"male"	11	0.00310833333333332	"not-helped"
"23"	"252128"	"con"	"non-needy"	"left"	"male"	12	0.01217	"not-helped"
"23"	"252128"	"con"	"non-needy"	"left"	"male"	13	0.0165491666666667	"not-helped"
"23"	"252128"	"con"	"non-needy"	"left"	"male"	14	0.00702166666666668	"not-helped"
"24"	"252130"	"con"	"needy"	"right"	"female"	1	0.01199375	"helped"
"24"	"252130"	"con"	"needy"	"right"	"female"	2	0.00788749999999999	"helped"
"24"	"252130"	"con"	"needy"	"right"	"female"	3	-0.01353	"helped"
"24"	"252130"	"con"	"needy"	"right"	"female"	4	-0.01594	"helped"
"24"	"252130"	"con"	"needy"	"right"	"female"	5	-0.01835	"helped"
"24"	"252130"	"con"	"needy"	"right"	"female"	6	-0.018435	"helped"
"24"	"252130"	"con"	"needy"	"right"	"female"	7	0.02661	"helped"
"24"	"252130"	"con"	"needy"	"right"	"female"	8	0.038735	"helped"
"24"	"252130"	"con"	"needy"	"right"	"female"	9	0.04561	"helped"
"24"	"252130"	"con"	"needy"	"right"	"female"	10	0.0412433333333333	"helped"
"24"	"252130"	"con"	"needy"	"right"	"female"	11	0.03955	"helped"
"24"	"252130"	"con"	"needy"	"right"	"female"	12	0.0415866666666667	"helped"
"24"	"252130"	"con"	"needy"	"right"	"female"	13	0.041205	"helped"
"24"	"252130"	"con"	"needy"	"right"	"female"	14	0.015545	"helped"
"24"	"252075"	"con"	"non-needy"	"left"	"female"	1	NA	"not-helped"
"24"	"252075"	"con"	"non-needy"	"left"	"female"	2	NA	"not-helped"
"24"	"252075"	"con"	"non-needy"	"left"	"female"	3	NA	"not-helped"
"24"	"252075"	"con"	"non-needy"	"left"	"female"	4	NA	"not-helped"
"24"	"252075"	"con"	"non-needy"	"left"	"female"	5	NA	"not-helped"
"24"	"252075"	"con"	"non-needy"	"left"	"female"	6	NA	"not-helped"
"24"	"252075"	"con"	"non-needy"	"left"	"female"	7	NA	"not-helped"
"24"	"252075"	"con"	"non-needy"	"left"	"female"	8	NA	"not-helped"
"24"	"252075"	"con"	"non-needy"	"left"	"female"	9	NA	"not-helped"
"24"	"252075"	"con"	"non-needy"	"left"	"female"	10	NA	"not-helped"
"24"	"252075"	"con"	"non-needy"	"left"	"female"	11	NA	"not-helped"
"24"	"252075"	"con"	"non-needy"	"left"	"female"	12	NA	"not-helped"
"24"	"252075"	"con"	"non-needy"	"left"	"female"	13	NA	"not-helped"
"24"	"252075"	"con"	"non-needy"	"left"	"female"	14	NA	"not-helped"
"25"	"251575"	"inc"	"non-needy"	"right"	"male"	1	0.00650416666666667	"helped"
"25"	"251575"	"inc"	"non-needy"	"right"	"male"	2	0.00189541666666668	"helped"
"25"	"251575"	"inc"	"non-needy"	"right"	"male"	3	0.00305166666666667	"helped"
"25"	"251575"	"inc"	"non-needy"	"right"	"male"	4	-6.00000000000045e-05	"helped"
"25"	"251575"	"inc"	"non-needy"	"right"	"male"	5	-0.00547166666666668	"helped"
"25"	"251575"	"inc"	"non-needy"	"right"	"male"	6	-0.0105804166666666	"helped"
"25"	"251575"	"inc"	"non-needy"	"right"	"male"	7	-0.0165079166666667	"helped"
"25"	"251575"	"inc"	"non-needy"	"right"	"male"	8	-0.0113475	"helped"
"25"	"251575"	"inc"	"non-needy"	"right"	"male"	9	-0.0212408333333333	"helped"
"25"	"251575"	"inc"	"non-needy"	"right"	"male"	10	-0.0311341666666667	"helped"
"25"	"251575"	"inc"	"non-needy"	"right"	"male"	11	-0.00637916666666669	"helped"
"25"	"251575"	"inc"	"non-needy"	"right"	"male"	12	0.00105124999999998	"helped"
"25"	"251575"	"inc"	"non-needy"	"right"	"male"	13	-0.0240733333333334	"helped"
"25"	"251575"	"inc"	"non-needy"	"right"	"male"	14	-0.0213916666666667	"helped"
"25"	"245426"	"inc"	"needy"	"left"	"male"	1	0.0296975	"not-helped"
"25"	"245426"	"inc"	"needy"	"left"	"male"	2	0.0261166666666667	"not-helped"
"25"	"245426"	"inc"	"needy"	"left"	"male"	3	0.0433033333333334	"not-helped"
"25"	"245426"	"inc"	"needy"	"left"	"male"	4	0.0330152777777778	"not-helped"
"25"	"245426"	"inc"	"needy"	"left"	"male"	5	0.0253472222222222	"not-helped"
"25"	"245426"	"inc"	"needy"	"left"	"male"	6	0.00940777777777776	"not-helped"
"25"	"245426"	"inc"	"needy"	"left"	"male"	7	0.0253258333333334	"not-helped"
"25"	"245426"	"inc"	"needy"	"left"	"male"	8	0.02623	"not-helped"
"25"	"245426"	"inc"	"needy"	"left"	"male"	9	0.0318213888888889	"not-helped"
"25"	"245426"	"inc"	"needy"	"left"	"male"	10	0.0331011111111111	"not-helped"
"25"	"245426"	"inc"	"needy"	"left"	"male"	11	0.0290455555555555	"not-helped"
"25"	"245426"	"inc"	"needy"	"left"	"male"	12	0.0414627777777778	"not-helped"
"25"	"245426"	"inc"	"needy"	"left"	"male"	13	0.04986	"not-helped"
"25"	"245426"	"inc"	"needy"	"left"	"male"	14	0.038285	"not-helped"
"26"	"251573"	"con"	"needy"	"left"	"female"	1	-0.00596487500000004	"helped"
"26"	"251573"	"con"	"needy"	"left"	"female"	2	0.000916999999999994	"helped"
"26"	"251573"	"con"	"needy"	"left"	"female"	3	-0.000264	"helped"
"26"	"251573"	"con"	"needy"	"left"	"female"	4	-0.000582749999999993	"helped"
"26"	"251573"	"con"	"needy"	"left"	"female"	5	-0.000820500000000002	"helped"
"26"	"251573"	"con"	"needy"	"left"	"female"	6	-0.00317424999999999	"helped"
"26"	"251573"	"con"	"needy"	"left"	"female"	7	-0.00552800000000001	"helped"
"26"	"251573"	"con"	"needy"	"left"	"female"	8	0.0063405	"helped"
"26"	"251573"	"con"	"needy"	"left"	"female"	9	0.013528	"helped"
"26"	"251573"	"con"	"needy"	"left"	"female"	10	0.019935	"helped"
"26"	"251573"	"con"	"needy"	"left"	"female"	11	0.0166445	"helped"
"26"	"251573"	"con"	"needy"	"left"	"female"	12	0.00576499999999999	"helped"
"26"	"251573"	"con"	"needy"	"left"	"female"	13	-0.01669	"helped"
"26"	"251573"	"con"	"needy"	"left"	"female"	14	0.00337999999999999	"helped"
"26"	"251574"	"con"	"non-needy"	"right"	"female"	1	0.0245486666666667	"not-helped"
"26"	"251574"	"con"	"non-needy"	"right"	"female"	2	0.023189	"not-helped"
"26"	"251574"	"con"	"non-needy"	"right"	"female"	3	0.0334193333333333	"not-helped"
"26"	"251574"	"con"	"non-needy"	"right"	"female"	4	0.03504225	"not-helped"
"26"	"251574"	"con"	"non-needy"	"right"	"female"	5	0.00987283333333333	"not-helped"
"26"	"251574"	"con"	"non-needy"	"right"	"female"	6	0.00695758333333332	"not-helped"
"26"	"251574"	"con"	"non-needy"	"right"	"female"	7	0.0210256666666667	"not-helped"
"26"	"251574"	"con"	"non-needy"	"right"	"female"	8	0.0203303333333333	"not-helped"
"26"	"251574"	"con"	"non-needy"	"right"	"female"	9	0.00553000000000001	"not-helped"
"26"	"251574"	"con"	"non-needy"	"right"	"female"	10	0.0148666666666667	"not-helped"
"26"	"251574"	"con"	"non-needy"	"right"	"female"	11	0.0241971666666667	"not-helped"
"26"	"251574"	"con"	"non-needy"	"right"	"female"	12	0.03349975	"not-helped"
"26"	"251574"	"con"	"non-needy"	"right"	"female"	13	0.026205	"not-helped"
"26"	"251574"	"con"	"non-needy"	"right"	"female"	14	0.0487425	"not-helped"
"27"	"251587"	"inc"	"non-needy"	"left"	"female"	1	0.0501508333333333	"helped"
"27"	"251587"	"inc"	"non-needy"	"left"	"female"	2	0.0403283333333333	"helped"
"27"	"251587"	"inc"	"non-needy"	"left"	"female"	3	0.0330875	"helped"
"27"	"251587"	"inc"	"non-needy"	"left"	"female"	4	0.0313441666666667	"helped"
"27"	"251587"	"inc"	"non-needy"	"left"	"female"	5	0.027835	"helped"
"27"	"251587"	"inc"	"non-needy"	"left"	"female"	6	0.0273666666666666	"helped"
"27"	"251587"	"inc"	"non-needy"	"left"	"female"	7	0.00634333333333331	"helped"
"27"	"251587"	"inc"	"non-needy"	"left"	"female"	8	0.00560499999999997	"helped"
"27"	"251587"	"inc"	"non-needy"	"left"	"female"	9	0.0149091666666667	"helped"
"27"	"251587"	"inc"	"non-needy"	"left"	"female"	10	0.0215122222222222	"helped"
"27"	"251587"	"inc"	"non-needy"	"left"	"female"	11	0.0322094444444445	"helped"
"27"	"251587"	"inc"	"non-needy"	"left"	"female"	12	0.0253258333333333	"helped"
"27"	"251587"	"inc"	"non-needy"	"left"	"female"	13	0.0234622222222222	"helped"
"27"	"251587"	"inc"	"non-needy"	"left"	"female"	14	0.01017	"helped"
"27"	"251589"	"inc"	"needy"	"right"	"female"	1	0.03566625	"not-helped"
"27"	"251589"	"inc"	"needy"	"right"	"female"	2	0.03014	"not-helped"
"27"	"251589"	"inc"	"needy"	"right"	"female"	3	0.02880875	"not-helped"
"27"	"251589"	"inc"	"needy"	"right"	"female"	4	0.0241025	"not-helped"
"27"	"251589"	"inc"	"needy"	"right"	"female"	5	0.02641875	"not-helped"
"27"	"251589"	"inc"	"needy"	"right"	"female"	6	0.013433125	"not-helped"
"27"	"251589"	"inc"	"needy"	"right"	"female"	7	0.01042	"not-helped"
"27"	"251589"	"inc"	"needy"	"right"	"female"	8	0.01117	"not-helped"
"27"	"251589"	"inc"	"needy"	"right"	"female"	9	0.013768125	"not-helped"
"27"	"251589"	"inc"	"needy"	"right"	"female"	10	0.00608000000000003	"not-helped"
"27"	"251589"	"inc"	"needy"	"right"	"female"	11	0.02004	"not-helped"
"27"	"251589"	"inc"	"needy"	"right"	"female"	12	0.02497875	"not-helped"
"27"	"251589"	"inc"	"needy"	"right"	"female"	13	0.0158225	"not-helped"
"27"	"251589"	"inc"	"needy"	"right"	"female"	14	-0.0088	"not-helped"
"29"	"253528"	"inc"	"non-needy"	"right"	"male"	1	-0.0330375	"helped"
"29"	"253528"	"inc"	"non-needy"	"right"	"male"	2	-0.012127619047619	"helped"
"29"	"253528"	"inc"	"non-needy"	"right"	"male"	3	2.14285714285611e-05	"helped"
"29"	"253528"	"inc"	"non-needy"	"right"	"male"	4	-0.00368077380952384	"helped"
"29"	"253528"	"inc"	"non-needy"	"right"	"male"	5	-0.0103979761904762	"helped"
"29"	"253528"	"inc"	"non-needy"	"right"	"male"	6	-0.0253422619047619	"helped"
"29"	"253528"	"inc"	"non-needy"	"right"	"male"	7	-0.0293007142857143	"helped"
"29"	"253528"	"inc"	"non-needy"	"right"	"male"	8	-0.0121725	"helped"
"29"	"253528"	"inc"	"non-needy"	"right"	"male"	9	-0.00885111111111109	"helped"
"29"	"253528"	"inc"	"non-needy"	"right"	"male"	10	-0.00108055555555553	"helped"
"29"	"253528"	"inc"	"non-needy"	"right"	"male"	11	-0.0101166666666667	"helped"
"29"	"253528"	"inc"	"non-needy"	"right"	"male"	12	0.000548888888888904	"helped"
"29"	"253528"	"inc"	"non-needy"	"right"	"male"	13	0.00619111111111112	"helped"
"29"	"253528"	"inc"	"non-needy"	"right"	"male"	14	0.0110766666666667	"helped"
"29"	"246357"	"inc"	"needy"	"left"	"male"	1	0.000509444444444423	"not-helped"
"29"	"246357"	"inc"	"needy"	"left"	"male"	2	0.00543388888888888	"not-helped"
"29"	"246357"	"inc"	"needy"	"left"	"male"	3	0.00776333333333337	"not-helped"
"29"	"246357"	"inc"	"needy"	"left"	"male"	4	0.00117333333333336	"not-helped"
"29"	"246357"	"inc"	"needy"	"left"	"male"	5	-0.0103041666666667	"not-helped"
"29"	"246357"	"inc"	"needy"	"left"	"male"	6	-0.01460625	"not-helped"
"29"	"246357"	"inc"	"needy"	"left"	"male"	7	-0.00602166666666665	"not-helped"
"29"	"246357"	"inc"	"needy"	"left"	"male"	8	-0.0012166666666667	"not-helped"
"29"	"246357"	"inc"	"needy"	"left"	"male"	9	0.00954944444444444	"not-helped"
"29"	"246357"	"inc"	"needy"	"left"	"male"	10	0.000936666666666641	"not-helped"
"29"	"246357"	"inc"	"needy"	"left"	"male"	11	-0.0050277777777778	"not-helped"
"29"	"246357"	"inc"	"needy"	"left"	"male"	12	-0.01038	"not-helped"
"29"	"246357"	"inc"	"needy"	"left"	"male"	13	-0.0209591666666667	"not-helped"
"29"	"246357"	"inc"	"needy"	"left"	"male"	14	-0.0271066666666667	"not-helped"
"30"	"248615"	"con"	"needy"	"right"	"female"	1	-0.00458599999999998	"helped"
"30"	"248615"	"con"	"needy"	"right"	"female"	2	-0.0115416666666667	"helped"
"30"	"248615"	"con"	"needy"	"right"	"female"	3	-0.020690875	"helped"
"30"	"248615"	"con"	"needy"	"right"	"female"	4	-0.0157183333333333	"helped"
"30"	"248615"	"con"	"needy"	"right"	"female"	5	-0.0189479166666666	"helped"
"30"	"248615"	"con"	"needy"	"right"	"female"	6	-0.00255229166666668	"helped"
"30"	"248615"	"con"	"needy"	"right"	"female"	7	-0.00634041666666665	"helped"
"30"	"248615"	"con"	"needy"	"right"	"female"	8	-0.0100991666666666	"helped"
"30"	"248615"	"con"	"needy"	"right"	"female"	9	-0.0169029166666667	"helped"
"30"	"248615"	"con"	"needy"	"right"	"female"	10	-0.021865	"helped"
"30"	"248615"	"con"	"needy"	"right"	"female"	11	-0.0234883333333333	"helped"
"30"	"248615"	"con"	"needy"	"right"	"female"	12	-0.0265208333333333	"helped"
"30"	"248615"	"con"	"needy"	"right"	"female"	13	-0.0315566666666667	"helped"
"30"	"248615"	"con"	"needy"	"right"	"female"	14	-0.0224316666666667	"helped"
"30"	"248607"	"con"	"non-needy"	"left"	"female"	1	NA	"not-helped"
"30"	"248607"	"con"	"non-needy"	"left"	"female"	2	NA	"not-helped"
"30"	"248607"	"con"	"non-needy"	"left"	"female"	3	NA	"not-helped"
"30"	"248607"	"con"	"non-needy"	"left"	"female"	4	NA	"not-helped"
"30"	"248607"	"con"	"non-needy"	"left"	"female"	5	NA	"not-helped"
"30"	"248607"	"con"	"non-needy"	"left"	"female"	6	NA	"not-helped"
"30"	"248607"	"con"	"non-needy"	"left"	"female"	7	NA	"not-helped"
"30"	"248607"	"con"	"non-needy"	"left"	"female"	8	NA	"not-helped"
"30"	"248607"	"con"	"non-needy"	"left"	"female"	9	NA	"not-helped"
"30"	"248607"	"con"	"non-needy"	"left"	"female"	10	NA	"not-helped"
"30"	"248607"	"con"	"non-needy"	"left"	"female"	11	NA	"not-helped"
"30"	"248607"	"con"	"non-needy"	"left"	"female"	12	NA	"not-helped"
"30"	"248607"	"con"	"non-needy"	"left"	"female"	13	NA	"not-helped"
"30"	"248607"	"con"	"non-needy"	"left"	"female"	14	NA	"not-helped"
"32"	"248610"	"con"	"non-needy"	"right"	"male"	1	0.00368466666666667	"not-helped"
"32"	"248610"	"con"	"non-needy"	"right"	"male"	2	0.00730500000000001	"not-helped"
"32"	"248610"	"con"	"non-needy"	"right"	"male"	3	0.005344	"not-helped"
"32"	"248610"	"con"	"non-needy"	"right"	"male"	4	0.000727833333333344	"not-helped"
"32"	"248610"	"con"	"non-needy"	"right"	"male"	5	0.000369166666666643	"not-helped"
"32"	"248610"	"con"	"non-needy"	"right"	"male"	6	-0.00240958333333333	"not-helped"
"32"	"248610"	"con"	"non-needy"	"right"	"male"	7	0.00903874999999998	"not-helped"
"32"	"248610"	"con"	"non-needy"	"right"	"male"	8	0.0162475	"not-helped"
"32"	"248610"	"con"	"non-needy"	"right"	"male"	9	0.00435624999999995	"not-helped"
"32"	"248610"	"con"	"non-needy"	"right"	"male"	10	-0.00742499999999999	"not-helped"
"32"	"248610"	"con"	"non-needy"	"right"	"male"	11	0.000293333333333312	"not-helped"
"32"	"248610"	"con"	"non-needy"	"right"	"male"	12	0.00717833333333331	"not-helped"
"32"	"248610"	"con"	"non-needy"	"right"	"male"	13	0.0107433333333333	"not-helped"
"32"	"248610"	"con"	"non-needy"	"right"	"male"	14	0.00805666666666668	"not-helped"
"32"	"248617"	"con"	"needy"	"left"	"male"	1	-0.0517106	"helped"
"32"	"248617"	"con"	"needy"	"left"	"male"	2	-0.0476515333333334	"helped"
"32"	"248617"	"con"	"needy"	"left"	"male"	3	-0.0395813	"helped"
"32"	"248617"	"con"	"needy"	"left"	"male"	4	-0.0311744	"helped"
"32"	"248617"	"con"	"needy"	"left"	"male"	5	-0.0158236666666667	"helped"
"32"	"248617"	"con"	"needy"	"left"	"male"	6	-0.0125046666666666	"helped"
"32"	"248617"	"con"	"needy"	"left"	"male"	7	-0.00900233333333333	"helped"
"32"	"248617"	"con"	"needy"	"left"	"male"	8	0.00350799999999996	"helped"
"32"	"248617"	"con"	"needy"	"left"	"male"	9	0.0103578333333333	"helped"
"32"	"248617"	"con"	"needy"	"left"	"male"	10	0.0172076666666666	"helped"
"32"	"248617"	"con"	"needy"	"left"	"male"	11	0.0654895000000001	"helped"
"32"	"248617"	"con"	"needy"	"left"	"male"	12	0.0873034166666667	"helped"
"32"	"248617"	"con"	"needy"	"left"	"male"	13	0.112405666666667	"helped"
"32"	"248617"	"con"	"needy"	"left"	"male"	14	0.071235	"helped"
"33"	"243336"	"inc"	"needy"	"right"	"female"	1	0.0227179696969697	"not-helped"
"33"	"243336"	"inc"	"needy"	"right"	"female"	2	0.0157216666666667	"not-helped"
"33"	"243336"	"inc"	"needy"	"right"	"female"	3	0.00825166666666666	"not-helped"
"33"	"243336"	"inc"	"needy"	"right"	"female"	4	-0.00171583333333333	"not-helped"
"33"	"243336"	"inc"	"needy"	"right"	"female"	5	-0.0259933333333333	"not-helped"
"33"	"243336"	"inc"	"needy"	"right"	"female"	6	-0.0445391666666667	"not-helped"
"33"	"243336"	"inc"	"needy"	"right"	"female"	7	0.000266666666666665	"not-helped"
"33"	"243336"	"inc"	"needy"	"right"	"female"	8	0.010485	"not-helped"
"33"	"243336"	"inc"	"needy"	"right"	"female"	9	0.00990208333333331	"not-helped"
"33"	"243336"	"inc"	"needy"	"right"	"female"	10	0.00832166666666667	"not-helped"
"33"	"243336"	"inc"	"needy"	"right"	"female"	11	0.00271666666666667	"not-helped"
"33"	"243336"	"inc"	"needy"	"right"	"female"	12	-0.00617999999999999	"not-helped"
"33"	"243336"	"inc"	"needy"	"right"	"female"	13	0.00362666666666667	"not-helped"
"33"	"243336"	"inc"	"needy"	"right"	"female"	14	0.015985	"not-helped"
"33"	"253790"	"inc"	"non-needy"	"left"	"female"	1	0.0102635	"helped"
"33"	"253790"	"inc"	"non-needy"	"left"	"female"	2	0.01183	"helped"
"33"	"253790"	"inc"	"non-needy"	"left"	"female"	3	0.0176858333333333	"helped"
"33"	"253790"	"inc"	"non-needy"	"left"	"female"	4	0.0105316666666667	"helped"
"33"	"253790"	"inc"	"non-needy"	"left"	"female"	5	-0.00760333333333335	"helped"
"33"	"253790"	"inc"	"non-needy"	"left"	"female"	6	0.00177083333333333	"helped"
"33"	"253790"	"inc"	"non-needy"	"left"	"female"	7	-0.00297833333333333	"helped"
"33"	"253790"	"inc"	"non-needy"	"left"	"female"	8	0.00400999999999999	"helped"
"33"	"253790"	"inc"	"non-needy"	"left"	"female"	9	-0.00753000000000004	"helped"
"33"	"253790"	"inc"	"non-needy"	"left"	"female"	10	-0.0128333333333333	"helped"
"33"	"253790"	"inc"	"non-needy"	"left"	"female"	11	-0.0107866666666666	"helped"
"33"	"253790"	"inc"	"non-needy"	"left"	"female"	12	-0.004215	"helped"
"33"	"253790"	"inc"	"non-needy"	"left"	"female"	13	0.00417666666666666	"helped"
"33"	"253790"	"inc"	"non-needy"	"left"	"female"	14	-0.00429833333333335	"helped"
"34"	"251093"	"con"	"needy"	"left"	"female"	1	0.04575	"helped"
"34"	"251093"	"con"	"needy"	"left"	"female"	2	0.059095	"helped"
"34"	"251093"	"con"	"needy"	"left"	"female"	3	0.0724399999999999	"helped"
"34"	"251093"	"con"	"needy"	"left"	"female"	4	0.0644200000000001	"helped"
"34"	"251093"	"con"	"needy"	"left"	"female"	5	0.0257075	"helped"
"34"	"251093"	"con"	"needy"	"left"	"female"	6	0.0267293749999999	"helped"
"34"	"251093"	"con"	"needy"	"left"	"female"	7	0.02775125	"helped"
"34"	"251093"	"con"	"needy"	"left"	"female"	8	0.00883	"helped"
"34"	"251093"	"con"	"needy"	"left"	"female"	9	0.0263645833333334	"helped"
"34"	"251093"	"con"	"needy"	"left"	"female"	10	0.0309016666666667	"helped"
"34"	"251093"	"con"	"needy"	"left"	"female"	11	0.0356733333333334	"helped"
"34"	"251093"	"con"	"needy"	"left"	"female"	12	0.006245	"helped"
"34"	"251093"	"con"	"needy"	"left"	"female"	13	-0.00995625	"helped"
"34"	"251093"	"con"	"needy"	"left"	"female"	14	-0.00550999999999996	"helped"
"34"	"244569"	"con"	"non-needy"	"right"	"female"	1	0.04667	"not-helped"
"34"	"244569"	"con"	"non-needy"	"right"	"female"	2	0.04824	"not-helped"
"34"	"244569"	"con"	"non-needy"	"right"	"female"	3	0.0322916666666667	"not-helped"
"34"	"244569"	"con"	"non-needy"	"right"	"female"	4	0.028115	"not-helped"
"34"	"244569"	"con"	"non-needy"	"right"	"female"	5	0.0354483333333334	"not-helped"
"34"	"244569"	"con"	"non-needy"	"right"	"female"	6	0.0300416666666667	"not-helped"
"34"	"244569"	"con"	"non-needy"	"right"	"female"	7	0.0203791666666667	"not-helped"
"34"	"244569"	"con"	"non-needy"	"right"	"female"	8	0.0104691666666667	"not-helped"
"34"	"244569"	"con"	"non-needy"	"right"	"female"	9	0.00775833333333337	"not-helped"
"34"	"244569"	"con"	"non-needy"	"right"	"female"	10	-0.000480000000000036	"not-helped"
"34"	"244569"	"con"	"non-needy"	"right"	"female"	11	-0.0494266666666667	"not-helped"
"34"	"244569"	"con"	"non-needy"	"right"	"female"	12	-0.0121983333333333	"not-helped"
"34"	"244569"	"con"	"non-needy"	"right"	"female"	13	0.0243183333333333	"not-helped"
"34"	"244569"	"con"	"non-needy"	"right"	"female"	14	-0.00633999999999996	"not-helped"
"35"	"254503"	"inc"	"non-needy"	"right"	"male"	1	0.0589600328947368	"helped"
"35"	"254503"	"inc"	"non-needy"	"right"	"male"	2	0.0646636842105263	"helped"
"35"	"254503"	"inc"	"non-needy"	"right"	"male"	3	0.0829642105263158	"helped"
"35"	"254503"	"inc"	"non-needy"	"right"	"male"	4	0.101459486842105	"helped"
"35"	"254503"	"inc"	"non-needy"	"right"	"male"	5	0.119954763157895	"helped"
"35"	"254503"	"inc"	"non-needy"	"right"	"male"	6	0.110208789473684	"helped"
"35"	"254503"	"inc"	"non-needy"	"right"	"male"	7	0.100462815789474	"helped"
"35"	"254503"	"inc"	"non-needy"	"right"	"male"	8	0.103326342105263	"helped"
"35"	"254503"	"inc"	"non-needy"	"right"	"male"	9	0.102924868421053	"helped"
"35"	"254503"	"inc"	"non-needy"	"right"	"male"	10	0.0985563947368421	"helped"
"35"	"254503"	"inc"	"non-needy"	"right"	"male"	11	0.101044921052632	"helped"
"35"	"254503"	"inc"	"non-needy"	"right"	"male"	12	0.073593447368421	"helped"
"35"	"254503"	"inc"	"non-needy"	"right"	"male"	13	0.0564914736842105	"helped"
"35"	"254503"	"inc"	"non-needy"	"right"	"male"	14	0.049535	"helped"
"35"	"247608"	"inc"	"needy"	"left"	"male"	1	-0.02975625	"not-helped"
"35"	"247608"	"inc"	"needy"	"left"	"male"	2	-0.0365416666666667	"not-helped"
"35"	"247608"	"inc"	"needy"	"left"	"male"	3	-0.048375	"not-helped"
"35"	"247608"	"inc"	"needy"	"left"	"male"	4	-0.05521125	"not-helped"
"35"	"247608"	"inc"	"needy"	"left"	"male"	5	-0.0458825	"not-helped"
"35"	"247608"	"inc"	"needy"	"left"	"male"	6	-0.0161125	"not-helped"
"35"	"247608"	"inc"	"needy"	"left"	"male"	7	-0.0349333333333334	"not-helped"
"35"	"247608"	"inc"	"needy"	"left"	"male"	8	-0.0295604166666668	"not-helped"
