"Subject"	"Gender"	"Help"	"Condition"	"Team"	"Phase"	"Time"	"Change"
"242885"	"F"	"Control"	"Observed"	"NiSt"	"Test2"	10	0.0240645
"242885"	"F"	"Control"	"Observed"	"NiSt"	"Test2"	11	-0.00640075000000001
"242885"	"F"	"Control"	"Observed"	"NiSt"	"Test2"	12	-0.00967174999999998
"242885"	"F"	"Control"	"Observed"	"NiSt"	"Test2"	13	-0.00262525000000002
"242885"	"F"	"Control"	"Observed"	"NiSt"	"Test2"	14	0.00442124999999999
"242885"	"F"	"Control"	"Observed"	"NiSt"	"Test2"	15	0.0384005
"242885"	"F"	"Control"	"Observed"	"NiSt"	"Test2"	16	0.035492625
"242885"	"F"	"Control"	"Observed"	"NiSt"	"Test2"	17	0.0316825
"242885"	"F"	"Control"	"Observed"	"NiSt"	"Test2"	18	0.0294795
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	1	-0.00971975000000003
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	2	-0.0186800416666667
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	3	-0.0279713333333333
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	4	-0.0641929999999999
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	5	-0.0433345555555555
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	6	-0.0305811111111111
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	7	-0.0178276666666666
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	8	-0.00659272222222218
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	9	0.0234807222222223
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	10	0.00946091666666665
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	11	0.0120301111111111
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	12	-0.0059089444444444
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	13	-0.016295
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	14	-0.01614225
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	15	0.00237850000000001
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	16	0.00993074999999999
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	17	0.025946
"248867"	"M"	"Child-helped"	"non-Observed"	"NiSt"	"Test1"	18	0.0162295
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	1	-0.016859
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	2	-0.00757954166666663
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	3	0.00169991666666669
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	4	-0.00547599999999998
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	5	-0.00208855555555554
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	6	-0.00529636111111109
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	7	-0.00850416666666665
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	8	-0.00588422222222218
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	9	0.0248157222222222
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	10	0.0348584166666667
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	11	0.0449011111111111
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	12	0.0543010555555556
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	13	0.0360175
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	14	0.0167990000000001
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	15	-0.00241949999999996
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	16	-0.015776
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	17	-0.0120400000000001
"248867"	"M"	"Control"	"non-Observed"	"NiSt"	"Test2"	18	-0.00852150000000002
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	1	0.0137155
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	2	0.00647949999999997
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	3	-0.000756499999999993
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	4	0.005915
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	5	0.013994
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	6	0.01233625
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	7	0.0138955
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	8	-0.00173224999999999
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	9	-0.005749
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	10	-0.00530462499999995
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	11	-0.00820774999999996
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	12	0.00164262500000001
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	13	0.00714150000000002
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	14	0.01637275
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	15	0.003693
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	16	-0.00312737499999999
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	17	-0.032206
"243215"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test1"	18	-0.026011
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	1	0.021964
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	2	0.01139725
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	3	0.00664062500000001
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	4	0.00892300000000001
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	5	0.020341
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	6	0.03474825
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	7	0.0220325
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	8	-2.4000000000024e-05
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	9	-0.0104695
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	10	-0.00900762499999996
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	11	0.01520175
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	12	0.025547375
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	13	0.00378024999999999
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	14	-0.01855875
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	15	-0.029146
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	16	-0.00544737499999998
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	17	0.00270999999999999
"243215"	"M"	"Control"	"Observed"	"SaSt"	"Test2"	18	0.000597999999999987
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	1	-0.0432657083333333
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	2	-0.038983125
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	3	-0.0129329166666667
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	4	0.00286533333333333
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	5	0.00158699999999995
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	6	-0.0113213214285715
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	7	-0.0546446428571428
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	8	-0.0776010267857143
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	9	-0.0797892857142857
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	10	-0.0745854821428572
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	11	-0.0310078035714286
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	12	-0.0139678125000001
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	13	0.000965791666666604
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	14	0.0334090833333333
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	15	-0.00172349999999988
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	16	-0.0235748333333333
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	17	-0.0392289166666667
"243017"	"F"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	18	-0.0260022499999999
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	1	-0.0337695416666666
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	2	-0.020835125
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	3	-0.00145295833333337
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	4	0.00767724999999997
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	5	-0.00757400000000008
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	6	-0.01610975
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	7	-0.0550605
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	8	-0.0661495625
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	9	-0.0564705
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	10	-0.030349625
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	11	0.013307125
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	12	0.0304261874999999
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	13	0.0336578749999999
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	14	0.05439925
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	15	0.0135962500000001
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	16	-0.00473175000000003
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	17	-0.0168625000000001
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	18	-0.00781274999999998
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	1	-0.017833525
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	2	-0.0161828500000001
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	3	-0.01530105
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	4	-0.019173125
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	5	-0.0230452
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	6	-0.0313419
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	7	-0.0301293500000001
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	8	-0.0289168
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	9	-0.0228092500000001
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	10	-0.018303325
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	11	-0.0137974
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	12	-0.0159086000000001
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	13	-0.019709675
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	14	-0.02351075
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	15	-0.0254414375000001
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	16	-0.0111463749999999
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	17	0.00314868750000014
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	18	0.0287165
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	1	0.089453875
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	2	0.08288075
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	3	0.07553875
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	4	0.0318763750000001
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	5	-0.011786
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	6	-0.0301585
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	7	-0.03902175
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	8	-0.0427871666666666
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	9	-0.0416575833333334
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	10	-0.046505375
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	11	-0.0426205
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	12	-0.04535275
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	13	-0.046826375
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	14	-0.0483
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	15	6.77500000000886e-05
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	16	0.0646612500000001
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	17	0.0917627500000001
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	18	0.130137
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	1	-0.00442300000000001
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	2	0.0140988333333333
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	3	0.0329955
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	4	0.07692075
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	5	0.0916958749999999
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	6	0.10333525
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	7	0.08461525
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	8	0.047592
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	9	0.00863700000000001
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	10	0.0328223333333333
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	11	0.0087024166666666
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	12	-0.00802741666666662
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	13	-0.0230563125
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	14	0.03602925
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	15	0.00251108333333333
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	16	-0.0475433958333333
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	17	-0.0284632916666667
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	18	-0.01762225
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	1	0.04723425
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	2	0.0381255
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	3	0.00906450000000003
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	4	-0.0034805
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	5	-0.000956500000000027
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	6	-0.00964950000000003
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	7	0.00124474999999996
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	8	-0.010991
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	9	-0.00564549999999997
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	10	0.01219125
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	11	0.020928
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	12	0.00430449999999999
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	13	-0.00220450000000005
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	14	-0.00672149999999999
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	15	-0.00234899999999999
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	16	-0.00552200000000003
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	17	-0.00927700000000004
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	18	-0.00274850000000004
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	1	0.0421355
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	2	0.03208475
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	3	0.0047585
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	4	-0.013151
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	5	-0.0159915
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	6	-0.0148975
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	7	-0.00943700000000003
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	8	-0.0186765
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	9	-0.023515
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	10	0.000480250000000071
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	11	0.0153755
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	12	0.00188350000000004
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	13	-0.0116085
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	14	-0.0219175
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	15	-0.0146535
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	16	-0.0110567500000001
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	17	-0.00804200000000005
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	18	0.0101484999999999
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	1	-0.00296837500000002
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	2	-0.0146425000000001
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	3	-0.004631
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	4	-0.00183887500000002
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	5	0.000953250000000017
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	6	0.00255287500000001
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	7	-0.00540237499999996
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	8	-0.0124278333333333
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	9	-0.0207511666666666
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	10	-0.020747625
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	11	-0.012619
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	12	0.003413
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	13	-0.00142687499999999
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	14	-0.00626675000000004
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	15	-0.0254517500000001
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	16	-0.01869475
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	17	-0.01421175
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	18	-0.02443925
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	1	0.00257887500000004
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	2	-0.020012
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	3	-0.0120115
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	4	0.000808624999999952
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	5	0.01362875
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	6	0.02012475
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	7	0.00857712500000002
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	8	-0.00297049999999999
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	9	-0.01543775
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	10	-0.012752875
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	11	-0.010068
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	12	0.0117705
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	13	0.00368562500000003
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	14	-0.00439925000000002
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	15	-0.0208410000000001
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	16	-0.00426799999999994
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	17	0.012305
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	18	0.01238825
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	1	-0.00119978947368415
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	2	-0.00999643421052632
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	3	-0.0187930789473684
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	4	0.00486252631578943
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	5	0.00996813157894733
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	6	0.0150737368421053
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	7	-0.0172991578947369
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	8	-0.032754802631579
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	9	-0.0482104473684211
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	10	-0.0710638421052632
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	11	-0.0740182368421052
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	12	-0.0547121315789474
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	13	-0.0354060263157895
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	14	-0.0250826710526316
