"Subject"	"Gender"	"Help"	"Condition"	"Team"	"Phase"	"Time"	"Change"
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	15	-0.0392905
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	16	-0.04832275
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	17	-0.0566075
"243017"	"F"	"Control"	"non-Observed"	"SaSt"	"Test2"	18	-0.07687425
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	1	0.00766577500000001
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	2	0.00888909999999998
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	3	0.0100338
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	4	0.00742050000000001
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	5	0.00480720000000003
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	6	-0.00314784999999998
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	7	-0.00262602500000002
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	8	-0.0021042
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	9	0.00606474999999999
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	10	0.011745075
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	11	0.0174254
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	12	0.01996835
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	13	0.0208014666666667
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	14	0.0216345833333333
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	15	0.0257697916666667
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	16	0.0367408333333333
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	17	0.0477118750000001
"243543"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test1"	18	0.0553705
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	1	0.120490875
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	2	0.1150285
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	3	0.1094875
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	4	0.0708905000000001
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	5	0.0322935
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	6	0.0113055
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	7	-0.00120562500000002
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	8	-0.01428625
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	9	-0.01971975
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	10	-0.032348125
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	11	-0.029357
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	12	-0.02950325
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	13	-0.0266543333333333
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	14	-0.0238054166666667
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	15	0.0379679166666668
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	16	0.106577083333333
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	17	0.1334375
"243543"	"M"	"Control"	"non-Observed"	"SaSt"	"Test2"	18	0.1569855
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	1	-0.01648875
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	2	0.0172142916666667
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	3	0.050008
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	4	0.09066125
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	5	0.1051905
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	6	0.1120635
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	7	0.10206725
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	8	0.05812225
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	9	6.10000000000055e-05
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	10	0.00242741666666668
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	11	-0.0189279166666666
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	12	-0.0375312083333332
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	13	-0.053705625
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	14	-0.012806
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	15	-0.0307380833333333
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	16	-0.0869964166666667
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	17	-0.0979898333333333
"242956"	"F"	"Child-helped"	"non-Observed"	"NiSt"	"Test2"	18	-0.0763845
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	1	0.0580045
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	2	0.063657
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	3	0.016921
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	4	-0.01776575
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	5	-0.011481
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	6	-0.0186375
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	7	-0.000889250000000008
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	8	-0.013886
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	9	-0.014396
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	10	-0.00177400000000003
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	11	0.011726
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	12	-0.000582250000000006
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	13	-0.00793125000000001
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	14	-0.0132685
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	15	0.00507349999999999
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	16	0.004333
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	17	-0.001292
"242362"	"M"	"Control"	"Observed"	"SaSt"	"Test1"	18	-0.001305
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	1	0.054271
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	2	0.0591955
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	3	0.0103595
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	4	-0.0326285
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	5	-0.034645
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	6	-0.03377
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	7	-0.021195
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	8	-0.03088175
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	9	-0.0357565
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	10	-0.01300225
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	11	0.01063
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	12	0.00176324999999999
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	13	-0.00710350000000001
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	14	-0.016202
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	15	-0.0068675
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	16	-0.004852
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	17	-0.00772099999999999
"242362"	"M"	"Child-helped"	"Observed"	"SaSt"	"Test2"	18	0.00427999999999999
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	1	-0.000549124999999998
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	2	-0.018859
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	3	0.002002
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	4	0.004306
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	5	0.00661
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	6	0.01074575
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	7	0.00252537499999999
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	8	-0.00384533333333333
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	9	-0.0134186666666667
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	10	-0.0123655
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	11	-0.008383
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	12	0.009782
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	13	0.000909125000000031
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	14	-0.00796375
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	15	-0.02726625
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	16	-0.03312775
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	17	-0.03287375
"246018"	"M"	"Control"	"non-Observed"	"SaSt"	"Test1"	18	-0.01705975
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	1	0.002722125
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	2	-0.0296635
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	3	-0.02595
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	4	-0.01305575
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	5	-0.000161499999999995
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	6	0.01809125
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	7	0.014164875
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	8	0.0102385
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	9	-0.0115015
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	10	-0.00930275
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	11	-0.007104
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	12	0.0075085
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	13	-0.00157687500000001
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	14	-0.01066225
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	15	-0.035638
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	16	-0.0345135
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	17	-0.033389
"246018"	"M"	"Child-helped"	"non-Observed"	"SaSt"	"Test2"	18	0.00679125
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	1	-0.0214504868421052
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	2	-0.0361367302631579
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	3	-0.0508229736842106
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	4	-0.0391268421052632
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	5	-0.0379602105263158
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	6	-0.0367935789473684
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	7	-0.0641691973684212
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	8	-0.0770159407894738
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	9	-0.0898626842105264
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	10	-0.099144052631579
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	11	-0.0911639210526316
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	12	-0.0662202894736843
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	13	-0.0412766578947369
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	14	-0.0347702763157896
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	15	-0.0306760197368422
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	16	-0.0265817631578948
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	17	-0.0455551315789475
"243386"	"F"	"Control"	"non-Observed"	"SaSt"	"Test1"	18	-0.054579
